status,shopCode,name,category,subcategory,confidence,source,family,reasonCode,reason,evidence,negativeEvidence
GROUP_REVIEW,КГ-00644,Болт крепления главной пары УАЗ военный мост,dvigatel-i-transmissiya,detali-transmissii,0.872,weak_group_candidate,Детали мостов,group_confirmation,"Предложена узкая группа ""Детали мостов"" для быстрого подтверждения: term:мост, context:главн.",family:axle_bridge_parts | token:мост | token:главн | validation:normalizer:8:useful_tokens,
GROUP_REVIEW,КГ-00650,Гайка колес УАЗ 14х1.5 ключ 19,aksessuary,shiny-i-diski,0.912,weak_group_candidate,"Колёсные болты, гайки и шпильки",group_confirmation,"Предложена узкая группа ""Колёсные болты, гайки и шпильки"" для быстрого подтверждения: term:гайка, context:колес, phrase:гайка колес.",family:wheel_fasteners | token:гайка | token:колес | phrase:гайка колес | validation:normalizer:6:useful_tokens,
GROUP_REVIEW,КГ-00687,"Гайка колёс 12х1,5 ключ 21 закр.",aksessuary,shiny-i-diski,0.94,similarity,Похожие активные товары,neighbor_group_confirmation,Категория предложена по однородным похожим товарам активного каталога.,neighbor:active-neighbor:91% | token:кг- | token:ключ | token:гайка | token:колес,
GROUP_REVIEW,КГ-00769,Гайка колес 12х1.5 ключ 21,aksessuary,shiny-i-diski,0.94,similarity,Похожие активные товары,neighbor_group_confirmation,Категория предложена по однородным похожим товарам активного каталога.,neighbor:active-neighbor:84% | token:кг- | token:ключ | token:гайка | token:колес,
GROUP_REVIEW,КГ-00771,"Гайка колёс М12х1,5 ключ 19-хомут",aksessuary,shiny-i-diski,0.94,similarity,Похожие активные товары,neighbor_group_confirmation,Категория предложена по однородным похожим товарам активного каталога.,neighbor:active-neighbor:100% | token:кг- | token:ключ | token:гайка | token:колес,
GROUP_REVIEW,КГ-00773,"Гайка колёс М12х1.25 с шайбой Nissan, Inf",aksessuary,shiny-i-diski,0.912,weak_group_candidate,"Колёсные болты, гайки и шпильки",group_confirmation,"Предложена узкая группа ""Колёсные болты, гайки и шпильки"" для быстрого подтверждения: term:гайка, context:колес, phrase:гайка колес.",family:wheel_fasteners | token:гайка | token:колес | phrase:гайка колес | validation:normalizer:7:useful_tokens,
GROUP_REVIEW,КГ-00808,Хомут патрубка выпускн. (бол) 1203060-532,dvigatel-i-transmissiya,vyhlopnaya-sistema,0.94,similarity,Похожие активные товары,neighbor_group_confirmation,Категория предложена по однородным похожим товарам активного каталога.,neighbor:active-neighbor:100% | token:кг- | token:хомут,
GROUP_REVIEW,КГ-00820,Гайка колёс М12х1.25,aksessuary,shiny-i-diski,0.912,weak_group_candidate,"Колёсные болты, гайки и шпильки",group_confirmation,"Предложена узкая группа ""Колёсные болты, гайки и шпильки"" для быстрого подтверждения: term:гайка, context:колес, phrase:гайка колес.",family:wheel_fasteners | token:гайка | token:колес | phrase:гайка колес | validation:normalizer:4:useful_tokens,
GROUP_REVIEW,КГ-00869,"Гайка колёс 12 на 1,5 Г/шайба",aksessuary,shiny-i-diski,0.912,weak_group_candidate,"Колёсные болты, гайки и шпильки",group_confirmation,"Предложена узкая группа ""Колёсные болты, гайки и шпильки"" для быстрого подтверждения: term:гайка, term:шайба, context:колес, phrase:гайка колес.",family:wheel_fasteners | token:гайка | token:шайба | token:колес | phrase:гайка колес | validation:normalizer:4:useful_tokens,
GROUP_REVIEW,КГ-00896,Болт крепления форсунки Г-3302 Б+ (дв. Ка,dvigatel-i-transmissiya,toplivnaya-sistema,0.87,weak_group_candidate,Топливная система,group_confirmation,"Предложена узкая группа ""Топливная система"" для быстрого подтверждения: term:форсунки.",family:fuel_system | token:форсунки | validation:normalizer:7:useful_tokens,
GROUP_REVIEW,КГ-00904,Гайка колёс 12х1.25 шестигр.,aksessuary,shiny-i-diski,0.912,weak_group_candidate,"Колёсные болты, гайки и шпильки",group_confirmation,"Предложена узкая группа ""Колёсные болты, гайки и шпильки"" для быстрого подтверждения: term:гайка, context:колес, phrase:гайка колес.",family:wheel_fasteners | token:гайка | token:колес | phrase:гайка колес | validation:normalizer:5:useful_tokens,
GROUP_REVIEW,КГ-00968,К-т болтов колёс 12х1.5 черн.,aksessuary,shiny-i-diski,0.912,weak_group_candidate,"Колёсные болты, гайки и шпильки",group_confirmation,"Предложена узкая группа ""Колёсные болты, гайки и шпильки"" для быстрого подтверждения: term:болт, context:колес, legacy:strong_multi_token.",family:wheel_fasteners | token:болт | token:колес | pattern:strong_multi_token | validation:normalizer:6:useful_tokens,
GROUP_REVIEW,КГ-01008,"Болт М20*75*1,5 (10,9) баланс. подвески М",podveska,prochaya-podveska,0.852,weak_group_candidate,Метизы и малые детали подвески,group_confirmation,"Предложена узкая группа ""Метизы и малые детали подвески"" для быстрого подтверждения: term:болт, context:подвеск.",family:suspension_hardware | token:болт | token:подвеск | validation:normalizer:5:useful_tokens,
MANUAL_REVIEW,КГ-01052,Удлинитель-штуцер для бескамерных шин,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
GROUP_REVIEW,КГ-01129,Гайка (спец.) крепления фары Г-3302 Е-3 D,kuzov-i-optika,fary,0.9,weak_group_candidate,Фары,group_confirmation,"Предложена узкая группа ""Фары"" для быстрого подтверждения: term:фары.",family:headlight | token:фары | validation:normalizer:7:useful_tokens,
GROUP_REVIEW,КГ-01157,Гайка М18х1 ст. очистит. Газель,aksessuary,prochie-aksessuary,0.912,weak_group_candidate,Стеклоочистители,group_confirmation,"Предложена узкая группа ""Стеклоочистители"" для быстрого подтверждения: term:стеклооч, context:стеклоочист.",family:wiper | token:стеклооч | token:стеклоочист | validation:normalizer:5:useful_tokens,
GROUP_REVIEW,КГ-01207,8006 Болт М12*170*1.25 перед. подвески ЗИЛ,podveska,prochaya-podveska,0.852,weak_group_candidate,Метизы и малые детали подвески,group_confirmation,"Предложена узкая группа ""Метизы и малые детали подвески"" для быстрого подтверждения: term:болт, context:подвеск.",family:suspension_hardware | token:болт | token:подвеск | validation:normalizer:6:useful_tokens,
GROUP_REVIEW,КГ-01237,Гайка М10х1.25 КАМАЗ скобы крепления форсунки сферич.,dvigatel-i-transmissiya,toplivnaya-sistema,0.87,weak_group_candidate,Топливная система,group_confirmation,"Предложена узкая группа ""Топливная система"" для быстрого подтверждения: term:форсунки.",family:fuel_system | token:форсунки | validation:normalizer:8:useful_tokens,
MANUAL_REVIEW,КГ-01331,Уголок латун. 10х12 с гайкой,,,0,no_match,no_match,no_candidate,Категория и подкатегория не определены правилами.,"validation:no_match | validation:Нет семейства, правила или безопасного похожего target.",
GROUP_REVIEW,КГ-01344,Штуцер топливный д.10 пластик прямой,dvigatel-i-transmissiya,toplivnaya-sistema,0.87,weak_group_candidate,Топливная система,group_confirmation,"Предложена узкая группа ""Топливная система"" для быстрого подтверждения: term:топливный, term:топливн.",family:fuel_system | token:топливный | token:топливн | validation:normalizer:6:useful_tokens,
GROUP_REVIEW,КГ-01368,Гайка колёс Газель усиленная закрытая,aksessuary,shiny-i-diski,0.912,weak_group_candidate,"Колёсные болты, гайки и шпильки",group_confirmation,"Предложена узкая группа ""Колёсные болты, гайки и шпильки"" для быстрого подтверждения: term:гайка, context:колес, phrase:гайка колес.",family:wheel_fasteners | token:гайка | token:колес | phrase:гайка колес | validation:normalizer:6:useful_tokens,
AUTO_READY,КГ-01377,"В1455010083 SHACMAN Болт М22х1,5х120 колёсный задний",aksessuary,shiny-i-diski,0.924,domain_dictionary,"Колёсные болты, гайки и шпильки",close_candidates_or_weak_gap,"Колёсный метиз распознаётся только при явном контексте колеса или диска. Сигналы согласованы: term:болт, context:колес, context:колесн, legacy:strong_multi_token.",family:wheel_fasteners | token:болт | token:колес | token:колесн | pattern:strong_multi_token | validation:normalizer:8:useful_tokens,
GROUP_REVIEW,КГ-01400,"Штуцер топливной трубки прямой ""папа"" (быстросъёмный) D8 Е-3 с резьбой",tormoznaya-sistema,prochaya-tormoznaya-sistema,0.889,weak_group_candidate,Пневмофитинги и соединители шлангов,group_confirmation,"Предложена узкая группа ""Пневмофитинги и соединители шлангов"" для быстрого подтверждения: term:быстросъем, term:быстросъём, context:труб, context:резьбой.",family:pneumatic_line_fittings | token:быстросъем | token:быстросъём | token:труб | token:резьбой | validation:normalizer:10:useful_tokens,
GROUP_REVIEW,КР-00073,Скоба замка на кузов,kuzov-i-optika,kronshteyny-i-krepleniya,0.852,weak_group_candidate,Кронштейны и крепления кузова,group_confirmation,"Предложена узкая группа ""Кронштейны и крепления кузова"" для быстрого подтверждения: term:скоба, context:кузов.",family:body_brackets | token:скоба | token:кузов | validation:normalizer:4:useful_tokens,
GROUP_REVIEW,КР-00103,Кронштейн сиденья 2108,kuzov-i-optika,kuzovnye-detali,0.884,weak_group_candidate,Крепления и детали сидений,group_confirmation,"Предложена узкая группа ""Крепления и детали сидений"" для быстрого подтверждения: term:кронштейн, context:сидень, context:сиден, phrase:кронштейн сиденья.",family:seat_structural_parts | token:кронштейн | token:сидень | token:сиден | phrase:кронштейн сиденья | validation:normalizer:3:useful_tokens,
GROUP_REVIEW,КР-00104,Кронштейн сиденья 2101-07,kuzov-i-optika,kuzovnye-detali,0.884,weak_group_candidate,Крепления и детали сидений,group_confirmation,"Предложена узкая группа ""Крепления и детали сидений"" для быстрого подтверждения: term:кронштейн, context:сидень, context:сиден, phrase:кронштейн сиденья.",family:seat_structural_parts | token:кронштейн | token:сидень | token:сиден | phrase:кронштейн сиденья | validation:normalizer:4:useful_tokens,
GROUP_REVIEW,КР-00185,Кронштейн регулировки сиденья 2108 (нов.,kuzov-i-optika,kuzovnye-detali,0.859,weak_group_candidate,Крепления и детали сидений,group_confirmation,"Предложена узкая группа ""Крепления и детали сидений"" для быстрого подтверждения: term:кронштейн, context:сидень, context:сиден.",family:seat_structural_parts | token:кронштейн | token:сидень | token:сиден | validation:normalizer:5:useful_tokens,
GROUP_REVIEW,КР-00240,Скоба упора зад. сиденья Нива,kuzov-i-optika,kuzovnye-detali,0.859,weak_group_candidate,Крепления и детали сидений,group_confirmation,"Предложена узкая группа ""Крепления и детали сидений"" для быстрого подтверждения: term:скоба, context:сидень, context:сиден.",family:seat_structural_parts | token:скоба | token:сидень | token:сиден | validation:normalizer:6:useful_tokens,
GROUP_REVIEW,КР-00269,Кронштейн чулка зад. моста 2101-07 (за 1,dvigatel-i-transmissiya,detali-transmissii,0.887,weak_group_candidate,Детали мостов,group_confirmation,"Предложена узкая группа ""Детали мостов"" для быстрого подтверждения: term:мост, term:моста, context:зад.",family:axle_bridge_parts | token:мост | token:моста | token:зад | validation:normalizer:6:useful_tokens,
GROUP_REVIEW,КР-00289,Кронштейн моста Нива (перед.),dvigatel-i-transmissiya,detali-transmissii,0.887,weak_group_candidate,Детали мостов,group_confirmation,"Предложена узкая группа ""Детали мостов"" для быстрого подтверждения: term:мост, term:моста, context:перед.",family:axle_bridge_parts | token:мост | token:моста | token:перед | validation:normalizer:5:useful_tokens,
GROUP_REVIEW,КР-00293,Кронштейн перед. моста Нива 21213 лев.,dvigatel-i-transmissiya,detali-transmissii,0.887,weak_group_candidate,Детали мостов,group_confirmation,"Предложена узкая группа ""Детали мостов"" для быстрого подтверждения: term:мост, term:моста, context:перед.",family:axle_bridge_parts | token:мост | token:моста | token:перед | validation:normalizer:6:useful_tokens,
GROUP_REVIEW,КР-00298,Кронштейн стеклоочистителя 2101-07,aksessuary,prochie-aksessuary,0.912,weak_group_candidate,Стеклоочистители,group_confirmation,"Предложена узкая группа ""Стеклоочистители"" для быстрого подтверждения: term:стеклооч, context:стеклоочист.",family:wiper | token:стеклооч | token:стеклоочист | validation:normalizer:4:useful_tokens,
GROUP_REVIEW,КР-00408,Болт крепления запасного колеса 2104,aksessuary,shiny-i-diski,0.912,weak_group_candidate,"Колёсные болты, гайки и шпильки",group_confirmation,"Предложена узкая группа ""Колёсные болты, гайки и шпильки"" для быстрого подтверждения: term:болт, context:колес, legacy:strong_multi_token.",family:wheel_fasteners | token:болт | token:колес | pattern:strong_multi_token | validation:normalizer:5:useful_tokens,
GROUP_REVIEW,КР-00409,Болт крепления запасного колеса 2108,aksessuary,shiny-i-diski,0.912,weak_group_candidate,"Колёсные болты, гайки и шпильки",group_confirmation,"Предложена узкая группа ""Колёсные болты, гайки и шпильки"" для быстрого подтверждения: term:болт, context:колес, legacy:strong_multi_token.",family:wheel_fasteners | token:болт | token:колес | pattern:strong_multi_token | validation:normalizer:5:useful_tokens,
GROUP_REVIEW,КР-00410,Болт крепления запасного колеса 2110,aksessuary,shiny-i-diski,0.912,weak_group_candidate,"Колёсные болты, гайки и шпильки",group_confirmation,"Предложена узкая группа ""Колёсные болты, гайки и шпильки"" для быстрого подтверждения: term:болт, context:колес, legacy:strong_multi_token.",family:wheel_fasteners | token:болт | token:колес | pattern:strong_multi_token | validation:normalizer:5:useful_tokens,
GROUP_REVIEW,КР-00411,Болт крепления запасного колеса 2121,aksessuary,shiny-i-diski,0.912,weak_group_candidate,"Колёсные болты, гайки и шпильки",group_confirmation,"Предложена узкая группа ""Колёсные болты, гайки и шпильки"" для быстрого подтверждения: term:болт, context:колес, legacy:strong_multi_token.",family:wheel_fasteners | token:болт | token:колес | pattern:strong_multi_token | validation:normalizer:5:useful_tokens,
