groupId,label,count,target,confidence,homogeneity,reviewSampleSize,riskFlags,examples,outliers
electrical_tape|other|изолента|elektrika|provodka,Изолента и электромонтажные ленты,6,elektrika/provodka,0.87,1,6,,"А-00170 Изолента | А-00240 Изолента черная х/б | А-00253 Изолента | А-00591 Изолента ""NOVA ROL"" | А-01904 Изолента салонная (противошум) | А-02059 Изолента ""NEOMATEC""",
suspension_hardware|bolts|подвеск|podveska|prochaya-podveska,Метизы и малые детали подвески,6,podveska/prochaya-podveska,0.852,1,6,near_threshold_or_close_candidate,"К-00368 Болт М10 крепления подвески 2110 | К-00515 Болт М8х22 фланцевой подвески 2110 | К-00695 Болт М12*110 подвески 2121 | КГ-00334 Болт М20*50*1.5 Задн. подвески | КГ-01008 Болт М20*75*1,5 (10,9) баланс. подвески М | КГ-01207 8006 Болт М12*170*1.25 перед. подвески ЗИЛ","К-00368 Болт М10 крепления подвески 2110 | К-00515 Болт М8х22 фланцевой подвески 2110 | К-00695 Болт М12*110 подвески 2121 | КГ-00334 Болт М20*50*1.5 Задн. подвески | КГ-01008 Болт М20*75*1,5 (10,9) баланс. подвески М | КГ-01207 8006 Болт М12*170*1.25 перед. подвески ЗИЛ"
wiring|hoses|разъем|elektrika|provodka,Проводка,6,elektrika/provodka,0.87,1,6,,КГ-00119 Разъём для шланга елка Т-образный 6мм | КГ-01254 Разъём для шланга елка Х-образный 6мм АТ | КГ-01255 Разъём для шланга елка Х-образный 10мм АТ | КГ-01256 Разъём для шланга ёлка Y-образный 6 мм АТ | КГ-01257 Разъём для шланга елка Y-образный 8мм АТ | КГ-01258 Разъём для шланга ёлка Y-образный 10 мм АТ,
misc_accessories|other|прицепное|aksessuary|prochie-aksessuary,Прочие аксессуары,6,aksessuary/prochie-aksessuary,0.85,1,6,,"Г-00138 Прицепное Газель 3302/2705 | Г-00142 Прицепное УАЗ | Г-00178 Прицепное Газель цельн. металл | Г-00096 Прицепное ВАЗ 2110, 2111, 2112 универсал | Г-00213 Прицепное УАЗ-Хантер | Г-00221 Прицепное Калина",
other_products_fittings|fittings|фитинг|ves-assortiment|other-products,Прочие товары: универсальные фитинги и соединители,6,ves-assortiment/other-products,0.91,1,6,near_threshold_or_close_candidate,КГ-01108 Фитинг-соединитель прям. комб. 6*8 | КГ-01109 Фитинг-соединитель прям. комб. 8*10 | КГ-01110 Фитинг-соединитель прям. комб. 10*12 | КГ-01162 Фитинг-соединитель прям. комб. 4*6 PR-0064 | КГ-01163 Фитинг-соединитель прям. комб. 12*14 | КГ-01164 Фитинг-соединитель прям. комб. 14*16,КГ-01108 Фитинг-соединитель прям. комб. 6*8 | КГ-01109 Фитинг-соединитель прям. комб. 8*10 | КГ-01110 Фитинг-соединитель прям. комб. 10*12 | КГ-01162 Фитинг-соединитель прям. комб. 4*6 PR-0064 | КГ-01163 Фитинг-соединитель прям. комб. 12*14 | КГ-01164 Фитинг-соединитель прям. комб. 14*16
sound_insulation|other|шумоизоляция|kuzov-i-optika|kuzovnye-detali,Шумоизоляция,6,kuzov-i-optika/kuzovnye-detali,0.88,1,6,,"А-00140 Шумоизоляция черная 3 кв. м | А-00393 Шумоизоляция ВАЗ 01 (заводская) | А-00562 Шумоизоляция (черная) | А-01600 Шумоизоляция ""Волна"" | А-01749 Шумоизоляция 4 мм, 1 кв.м | А-01750 Шумоизоляция ИЗОЛОН 8 мм, 1 кв.м",
interior|other|полка-задняя|kuzov-i-optika|elementy-salona,Элементы салона,6,kuzov-i-optika/elementy-salona,0.89,1,6,,А-00487 Полка задняя 2101-07 пластмасса | А-00028 Полка задняя Нива | А-00587 Полка задняя 2101-07 | А-00725 Полка задняя 2101-07 | А-00837 Полка задняя акустическая | А-01635 Полка задняя аккустическая Лада-Гранта,
interior|other|пепельница|kuzov-i-optika|elementy-salona,Элементы салона,6,kuzov-i-optika/elementy-salona,0.85,1,6,,КР-00260 Пепельница 2105 | ОК-00212 Пепельница ОКА | А-00236 Пепельница ВАЗ | А-00551 Пепельница 2107 | А-00552 Пепельница 2105-06-09 | А-01229 Пепельница-стакан,
legacy_kuzov-i-optika_emblemy|other|знак|kuzov-i-optika|emblemy,Эмблемы,6,kuzov-i-optika/emblemy,0.82,1,6,,"А-01068 Знак ""Учебная машина"" с подсветкой | А-01828 Знак ""Ш"" ГОСТ наруж. (20*20) на присоске | А-00550 Дублирующий номер знака | А-00934 Дублирующий знак ""Регион"" | А-01265 Знак ""Тихоходная техника"" | А-02225 Знак Рено большой",
car_audio|other|колонки|aksessuary|prochie-aksessuary,Автоаудио,5,aksessuary/prochie-aksessuary,0.85,1,5,,"А-00489 Колонки PIONEER 1320 | А-01302 Колонки д.10 ""FV"", 2 шт | А-01303 Колонки SOUNDMAX 6х9 | А-01505 Колонки ""Кенвуд"" 1355 | А-00741 Колонки ""FV"" 16 см",
car_audio|other|динамик|aksessuary|prochie-aksessuary,Автоаудио,5,aksessuary/prochie-aksessuary,0.85,1,5,near_threshold_or_close_candidate,"Р-00107 К-т проставок динамиков, 2 шт | А-00459 Накладка динамиков 2108 (правая) | А-00506 Накладка динамика 2107 | А-00898 Накладка динамика 2109 (левая) | А-01891 Сетка для динамиков (2 шт)",А-00459 Накладка динамиков 2108 (правая) | А-00506 Накладка динамика 2107 | А-00898 Накладка динамика 2109 (левая)
document_accessories|document_accessories|автодокументы|aksessuary|organayzery,Автодокументы и футляры,5,aksessuary/organayzery,0.8696,1,5,,"А-00909 Автодокументы, паспорт, кошелек (кожа) | А-01044 Автодокументы с паспортом | А-00415 Автодокументы | А-00563 Автодокументы | А-01285 Автодокументы",
wheel_fasteners|bolts|колес|aksessuary|shiny-i-diski,"Колёсные болты, гайки и шпильки",5,aksessuary/shiny-i-diski,0.912,1,5,,КГ-00968 К-т болтов колёс 12х1.5 черн. | КР-00408 Болт крепления запасного колеса 2104 | КР-00409 Болт крепления запасного колеса 2108 | КР-00410 Болт крепления запасного колеса 2110 | КР-00411 Болт крепления запасного колеса 2121,
comfort_accessories|other|массаж-р|aksessuary|prochie-aksessuary,Комфортные аксессуары салона,5,aksessuary/prochie-aksessuary,0.8844,1,5,,"А-00201 Массажер (бамбук) в/спинка | А-00265 Массажёр | А-02320 Массажер (коричневый) 1 шт | А-00396 Массажер (импорт.) | А-01125 Массажер для поясницы ""Дельта""",
body_exterior|other|арки|kuzov-i-optika|kuzovnye-detali,Кузовные детали,5,kuzov-i-optika/kuzovnye-detali,0.85,1,5,,"А-00825 Арки крыла 2141 декоративные (4 шт) | А-02214 Арки Гранта 4 шт | А-00357 Арки крыла 2110 (4 шт) | А-00780 Арки колеса 2101, 2105 | А-01807 Арки 2114, 4 шт",
cooling|other|диффузор|dvigatel-i-transmissiya|ohlazhdenie,Охлаждение,5,dvigatel-i-transmissiya/ohlazhdenie,0.86,1,5,,Г-00665 Стронгер с перфорированным диффузором CBD. STAL112 | ДВ-00134 Диффузор 2110 | ДВ-00135 Диффузор 2108 | ДВ-00168 Диффузор 2106 | КР-00351 Диффузор Нива (внешний),
other_products_fasteners|other|шайбы|ves-assortiment|other-products,Прочие товары: универсальные метизы,5,ves-assortiment/other-products,0.92,1,5,,К-00229 Гроверные шайбы на 12 | К-00230 Гроверные шайбы на 14 | К-00231 Гроверные шайбы на 10 | К-00277 Гроверные шайбы на 8 | КГ-01135 Шайбы медные за 1 шт,
other_products_clamps_brackets|other|крепления|ves-assortiment|other-products,Прочие товары: универсальные хомуты и держатели,5,ves-assortiment/other-products,0.9,1,5,,К-00669 Набор крепления кронштейна растяжки 2108-0 | К-00663 Набор крепления поперечной штанги стабил.- | К-00679 Рем. набор крепления воздушного фланца (с | К-00680 Рем. набор крепления зад. балки 2108-09 | КГ-00409 Палец крепления Бортов Газель,
seat_belts|safety_belts|ремни-безопасности|aksessuary|bezopasnost,Ремни безопасности,5,aksessuary/bezopasnost,0.912,1,5,,"А-00817 Ремни безопасности 2101-07 (2 шт) | А-01627 Ремни безопасности перед. 1118 | А-00035 Ремни безопасности (неинерционные) | А-00963 Ремни безопасности пер. 2108-014, 2110 | КР-00413 Ремни безопасности 2110",
speedometer_cables|other|трос-спидометра|kuzov-i-optika|kuzovnye-detali,Тросы спидометра,5,kuzov-i-optika/kuzovnye-detali,0.882,1,5,,ЗЧМ-00201 Трос спидометра 2141 ГВ-306 | ДВ-00156 Трос спидометра Нива - Тайга | ДВ-00157 Трос спидометра ВАЗ 2101-08 | ИН-01011 Трос спидометра Матиз | ИН-01399 1170601000 Трос спидометра MECHANEX,
fuel_management|other|адсорбер|dvigatel-i-transmissiya|toplivnaya-sistema,Узлы топливной системы,5,dvigatel-i-transmissiya/toplivnaya-sistema,0.86,1,5,,ДВ-00257 Адсорбер Приора н.обр. | ДВ-00404 Адсорбер Калина | ДВ-00456 Адсорбер Приора 2170 | ДВ-00555 Адсорбер ВАЗ 2114-2115 | ДВ-00666 Адсорбер Лада Веста,
cleaning_brushes|other|щетка-для-мытья|aksessuary|prochie-aksessuary,Щетки и скребки для ухода,5,aksessuary/prochie-aksessuary,0.912,1,5,,А-00910 Щетка для мытья 2-х секционная | А-02311 Щетка для мытья SB-70 70см | А-00172 Щётка для мытья авто | А-00417 Щетка для мытья б/к | А-00923 Щетка для мытья 2-х секционная с краном для воды СА-617,
car_audio|other|магнитола|aksessuary|prochie-aksessuary,Автоаудио,4,aksessuary/prochie-aksessuary,0.85,1,4,,"А-00847 Магнитола ""Пролоджи"" | А-01288 Магнитола АМ7010 | А-01289 Магнитола EPLUTUS 302, 301 | А-01304 Магнитола № 8059",
car_vacuums|other|пылесос|aksessuary|prochie-aksessuary,Автопылесосы,4,aksessuary/prochie-aksessuary,0.88,1,4,,"А-00204 Пылесос (для сухой и влажной уборки) | А-01217 Пылесос С01D0 | А-00442 Пылесос ""HEYNER"" (Германия) | А-01546 Пылесос ""HEYNER"" Турбо",
tow_ropes|other|стропа-двухпетлевая|aksessuary|bezopasnost,Буксировочные тросы и стропы,4,aksessuary/bezopasnost,0.912,1,4,,"А-02360 Стропа двухпетлевая, лента 60мм/5м 3т | А-02362 Стропа двухпетлевая, лента 120мм/5м 5т | А-02361 Стропа двухпетлевая, лента 90мм/4м 4т | А-02363 Стропа двухпетлевая, лента 120мм/3м 5т",
tow_ropes|tow_hardware|крюк-буксировочный|aksessuary|bezopasnost,Буксировочные тросы и стропы,4,aksessuary/bezopasnost,0.924,1,4,,"ИН-00363 крюк буксировочный 1440036880 | А-02273 Крюк буксировочный универс. | КР-00234 Крюк буксировочный Нива | КР-00250 Крюк буксировочный Веста, X-RAY",
driver_electronics|other|мультитроник|aksessuary|prochie-aksessuary,Водительская электроника,4,aksessuary/prochie-aksessuary,0.87,1,4,near_threshold_or_close_candidate,"А-01283 Борт. компьютер ""Мультитроник"" Х 2110 | А-01373 Мультитроник VS 731 | А-01282 Борт. компьютер ""Мультитроник"" ГАЗЕЛЬ | А-01466 ""Мультитроник"" Борт компьютерный ""Патриот""","А-01283 Борт. компьютер ""Мультитроник"" Х 2110 | А-01282 Борт. компьютер ""Мультитроник"" ГАЗЕЛЬ | А-01466 ""Мультитроник"" Борт компьютерный ""Патриот"""
air_intake_engine_parts|other|воздухоочиститель|dvigatel-i-transmissiya|detali-dvigatelya,Воздухоочистители и впуск,4,dvigatel-i-transmissiya/detali-dvigatelya,0.9,1,4,,ДВ-00127 Воздухоочиститель 2105 | ЗЧМ-00356 Воздухоочиститель 2141 | ДВ-00118 Воздухоочиститель 2101-07 | ДВ-00170 Воздухоочиститель 2108,
exhaust|other|нейтрализатор|dvigatel-i-transmissiya|vyhlopnaya-sistema,Выхлопная система,4,dvigatel-i-transmissiya/vyhlopnaya-sistema,0.89,1,4,,"Г-00451 Нейтрализатор УАЗ-Патриот, Хантер (дв. ЗМЗ | Г-00245 Труба-вставка, СТРОНГЕР, вместо нейтрализатора ВАЗ CBD.STAL127 | Г-00450 Нейтрализатор УАЗ-Хантер (дв.409) ЕВРО-3 | Г-00492 Вставка вместо нейтрализатора с вибро 2110",
timing_kit|other|ролик|dvigatel-i-transmissiya|remni,ГРМ и ролики,4,dvigatel-i-transmissiya/remni,0.91,1,4,,"ИН-01259 Ролик ремня приводного HYUNDAI SOLARIS | ПС-00089 Ролики Приора 2170 малые, к-т | ПС-00136 Ролик нат. Лада-Гранта автомат | ДВ-00234 Ролик цепи ВАЗ нов. обр.",
