groupId,label,status,count,category,subcategory,confidence,homogeneity,reviewSampleSize,examples
tools|домкрат|aksessuary|instrumenty,Инструменты,GROUP_REVIEW,87,aksessuary,instrumenty,0.905,1,12,"А-00187 Домкрат 2108 бол. | А-00521 Домкрат 4 т 2х-штоковый | А-00660 Домкрат 2 т | А-00937 Домкрат профессиональный 3 т. | А-01029 Домкрат реечный 1м 40 см | А-01277 Домкрат гидравлический AVS HJ-В10Т, 10 т, 200-405мм с клапаном | А-01527 Домкрат АМ EJ 20 электрич., 12V, 2 т | А-01533 Домкрат подкатной AVS FJ-3000L, 3 т, 85-381 мм"
body_decor|накладка|kuzov-i-optika|obves-i-dekor,Обвес и декор,GROUP_REVIEW,86,kuzov-i-optika,obves-i-dekor,0.85,1,12,"А-00439 Накладка кулисы 2101-07 | А-00494 Накладка сиденья глухая 21213 Нива | А-00509 Накладка потолка 2105-07 | А-01211 Накладка на воздухозаборник 2110 (краш.) | А-02105 Накладка на подлокотник PSV Pillow с подстаканником и отделением для салфеток,экокожа | Ж-00311 Накладка двери перед. Г-3302 (ниж. наруж.) | ЖЛ-00254 Накладка передней стойки наруж. прав./лев | ЗЧМ-00241 Накладка поводка 2141 Москвич"
fuel_system|бензобак|dvigatel-i-transmissiya|toplivnaya-sistema,Топливная система,GROUP_REVIEW,86,dvigatel-i-transmissiya,toplivnaya-sistema,0.894,1,12,"Б-00013 Бензобак УАЗ 23602 правый погруж. б/н | Б-00062 Бензобак ИЖ-ОДА 2126 | Б-00074 Бензобак Г-3302 борт., ""Фермер"" (дв.4026,4063,40522) мет. 70 л | ДВ-00063 Бензобак 2110 | ДВ-00418 Бензобак 21082 | ДВ-00454 Горловина бензобака 2108 | ДВ-00623 Бензобак Гранта, Калина | ЗЧМ-00582 Бензобак 2141 (пластмасса)"
electrical_misc|стеклоподъемник|elektrika|prochaya-elektrika,Прочая электрика,GROUP_REVIEW,85,elektrika,prochaya-elektrika,0.89,1,12,"А-01454 Стеклоподъемник Газель ""Форвард"", 2 шт | ЗЧМ-00172 Стеклоподъёмник 2141 | ЗЧМ-00231 Ручки стеклоподъемника ИЖ-ОДА | ИН-00558 Стеклоподъемники электр. 2 шт (иномарки) | КЗ-00576 Ремкомплект стеклоподъемника ГАЗ-3302 | КР-00322 Стеклоподъёмник перед. лев., прав. Шеви-Н | КР-00511 Стеклоподъёмник 2110 в сборе лев./прав. | ЭО-00934 Стеклоподъемник 2110 электр. в сборе"
body_exterior|панель|kuzov-i-optika|kuzovnye-detali,Кузовные детали,GROUP_REVIEW,84,kuzov-i-optika,kuzovnye-detali,0.877,1,12,Ж-00017 Панель передняя 3307 | Ж-00265 Панель крыла Газель внутр. н. обр. | Ж-00272 33108401112 Панель облицовки радиатора Валдай (фартук) | ЖЛ-00086 Панель передняя 2101 | ЖЛ-00093 Передняя панель 2121 | ЖЛ-00143 Панель переднего отсека | ЖЛ-00147 Задняя панель 2121 | ЖЛ-00178 Панель крыши 2110
cooling_hoses|шланг|dvigatel-i-transmissiya|patrubki-i-shlangi-ohlazhdeniya,Патрубки и шланги охлаждения,GROUP_REVIEW,83,dvigatel-i-transmissiya,patrubki-i-shlangi-ohlazhdeniya,0.892,1,12,"ДВГ-02101 Шланг маслян. радиатора Г-3302,2705 (дв.УМЗ-4216,4215) подводящ. (105 мм) | КГ-01086 Соединитель шлангов Г-образный метал. д.1 | ДВГ-01284 Шланги радиатора ПАЗ-320405 ВЕКТОР NEXT (2 шт) силикон | ДВГ-01366 Шланги радиатора ГАЗ-он NEXT дв. ЯМЗ Евро-4 (2 шт) | ДВГ-01370 Шланги радиатора ГАЗон-NEXT дв. ЯМЗ-5344 Евро-5 (2 шт) | ДВГ-02102 Шланг масляный радиатора г/у (дв.402,417) 100 см | ДВГ-02103 Шланг маслян. радиатора УАЗ-3163 Патриот с 2008 г. L=985 мм | ДВГ-02104 Шланг маслян. радиатора УАЗ-3741 (подводящ.) L=980мм"
legacy_kuzov-i-optika_reshetki|решет|kuzov-i-optika|reshetki,reshetki,GROUP_REVIEW,83,kuzov-i-optika,reshetki,0.82,1,12,"А-00108 Решётка 2107 хром | А-00109 Решётка боковая 05 | А-00110 Решётка боковая 06 | А-00112 Решётка передняя 09 | А-00115 Решётка передняя 2108 | А-00344 Решетка 2105 блестящ. | А-00377 Решетка передняя 2109 ""Турбо"" | А-00515 Решетка 2110"
automotive_bulb|лампа|elektrika|lampy,Лампы,GROUP_REVIEW,82,elektrika,lampy,0.935,1,12,"ЭО-00947 Лампа MTF Н11, 2 шт | ЭО-01000 Лампа Нарва 17629 (жёлтая) | ЭО-01093 Лампа ""OSRAM"" Д3S, 1 шт | ЭО-01143 Лампа б/цокольн. 2х-кон. 18 диодная | ЭО-01155 Лампа 2-х контакт страбоскоп | ЭО-01157 Лампа ""Ксенон"" Д2R, 1шт | ЭО-01161 Лампа диодная 2-х контакт. | ЭО-01162 Лампа диодная 1-контактная"
legacy_tormoznaya-sistema_ruchnoy-tormoz|ручник|tormoznaya-sistema|ruchnoy-tormoz,ruchnoy-tormoz,GROUP_REVIEW,81,tormoznaya-sistema,ruchnoy-tormoz,0.82,1,12,ЗЧМ-00131 Шток ручника 2141 | ЗЧМ-00168 Трос ручника центр. 2141 | ЗЧМ-00230 Тяга ручника в сборе 2140 | ЗЧМ-00350 Тяга ручника 2141 | ЗЧМ-00366 Ручник в сборе 2141 | ЗЧМ-00390 Тяга ручника Москвич (к-т) | ЗЧМ-00546 Ось штока ручника 2141 | ЗЧМ-00633 Ремкомплект ручника Москвич 412
cooling_hoses|патрубок|dvigatel-i-transmissiya|patrubki-i-shlangi-ohlazhdeniya,Патрубки и шланги охлаждения,GROUP_REVIEW,79,dvigatel-i-transmissiya,patrubki-i-shlangi-ohlazhdeniya,0.914,1,12,"ДВГ-00967 Патрубок радиатора Валдай ниж. | ДВГ-02045 Патрубок радиатора УАЗ-3163 (дв.409) Е-2,3 | ДВГ-02141 Патрубок радиатора средний КАМАЗ Cummins 6ISBe (L86, d48) | ДВГ-02147 Патрубок радиатора ПАЗ Вектор NEXT 320405-04 верх. | ИН-00101 Патрубок радиатора нижний Рено | РИ-00102 Патрубок радиатора Нива | РИ-00529 Патрубок радиатора 2190 подвод. с хомутом | РИ-00531 Патрубок радиатора 2190 подвод. с хомутом № 640939 Р"
legacy_elektrika_predohraniteli|предохран|elektrika|predohraniteli,predohraniteli,GROUP_REVIEW,78,elektrika,predohraniteli,0.82,1,12,"ЗЧМ-00517 Блок предохранителей 2141 | ЭО-00201 Блок предохранителей 2110 | ЭО-00617 Предохранители н. обр. | ЭО-00758 Блок предохранителей 2114 | ЭО-00826 Блок предохранителей 2107 инжектор | ЭО-01257 Goodyear Набор флажковых пластиковых предохранителей ""стандарт"" 10 шт | ЭОГ-00068 Блок предохранителей в сборе Бизнес | ЭОГ-00071 Блок предохранителей в сборе NEXT"
pump_engine|помпа|dvigatel-i-transmissiya|nasosy,Насосы двигателя,GROUP_REVIEW,74,dvigatel-i-transmissiya,nasosy,0.885,1,12,"ДВ-00525 Помпа 2101-07 завод | ДВГ-01004 Помпа ЕВРО-Камаз | ДВГ-01104 Помпа УАЗ-Патриот, 3302 Е-3 под кондиц. | ДВГ-01373 Помпа ГАЗ-3302 (дв.4215,4216) ПЕКАР | ДВГ-02198 Помпа Г-31105, Siber (дв. Крайслер 2,4)+ проклад. | ДВГ-02250 Помпа ТННД | ИН-00337 Помпа ДЭУ-Матиз | ДВ-00019 Помпа 2108 (импорт)"
body_glass|стекла|kuzov-i-optika|stekla,Стекла,GROUP_REVIEW,74,kuzov-i-optika,stekla,0.861,1,12,"А-01940 Шторка лобового стекла Газель (серая) 140с | А-01985 Накладка зад. стекла 2101-07 | А-02044 Наклейка боков. стекла ""КАМАЗ"" | ЖЛ-00081 Рамка лобового стекла 2108 | ЗЧМ-00645 Уплотнитель зад. стекла 2141 | ОК-00238 Накладки стойки лобового стекла | А-00095 Плёнка лобового стекла | А-00311 Накладка рамки лобового стекла"
body_glass|стекло|kuzov-i-optika|stekla,Стекла,GROUP_REVIEW,73,kuzov-i-optika,stekla,0.885,1,12,А-00376 Стеклоподъемники 2 двери ВАЗ (электр.) | А-00702 Стеклоподъёмник 3110 (2 двери) | О-00078 Стекло ветровое Зил-130 | О-00211 Стекло зад. в кузов Газ 3302 Валдай | О-00235 Стекло 2101 заднее с обогревом | О-00377 Стекло ветровое УАЗ-452 | О-00564 Стекло ветровое с полосой LADA Vesta 4D | О-00586 Стекло боковой двери Бычок
engine_parts|порш|dvigatel-i-transmissiya|detali-dvigatelya,Детали двигателя,GROUP_REVIEW,72,dvigatel-i-transmissiya,detali-dvigatelya,0.82,1,12,ДВ-00218 Поршневая в сборе Приора 82.0 (Кострома) | ДВ-00479 Поршни ЛАДА-Приора Харьков (Е) | ДВ-00585 Поршневая Приора 21126 СТК в сборе | ДВ-00701 Поршневые кольца АМП Приора 83.0 | ДВГ-00133 Поршневая группа Урал | ДВГ-00375 Поршневая 410 дв. д. 100 (ЗМЗ) | ДВГ-01920 Поршни УАЗ 92.0 Б | ЗЧМ-00107 Пальцы поршневые Москвич
legacy_aksessuary_chehly|чехлы|aksessuary|chehly,chehly,GROUP_REVIEW,72,aksessuary,chehly,0.82,1,12,"А-00202 Чехлы Газель 3 места | А-00207 Чехлы ВОЛГА 3110 | А-00333 Чехлы ""Ларгус"" 2 места | А-00341 Чехлы универсальные на перед. сидения | А-00558 Чехлы | А-00586 Чехлы Газель 7 мест. | А-00642 Чехлы УАЗ-31514 | А-00752 Чехлы ГАЗ 31105 (Волга)"
body_brackets|скоба|kuzov-i-optika|kronshteyny-i-krepleniya,Кронштейны и крепления кузова,GROUP_REVIEW,71,kuzov-i-optika,kronshteyny-i-krepleniya,0.84,1,12,А-00370 Скоба д.16 | А-01774 Скоба троса 12 мм | А-01775 Скоба троса 15 мм | К-00065 Скоба личинок 01-07 | К-00375 Скоба троса воздушной заслонки | К-00052 Скоба самореза малая | К-00053 Скоба лобового замка ВАЗ 01-07 | К-00055 Скоба трамблера ВАЗ 01-07
legacy_aksessuary_prochie-aksessuary|наклейк|aksessuary|prochie-aksessuary,prochie-aksessuary,GROUP_REVIEW,71,aksessuary,prochie-aksessuary,0.82,1,12,"А-00066 Наклейка лев, тигр, ангел | А-00247 Наклейка ""Пустой"" | А-00364 Наклейка металлическая хром | А-00527 Наклейка ""RUS"" большая | А-00528 Наклейка ""RUS"" | А-01300 Наклейки ""Перевозка опасных грузов"" (набор | А-01554 Наклейка ""День Победы"" (круглая) | А-01652 Наклейка ""КАМАЗ"" силикон"
exhaust|гофра|dvigatel-i-transmissiya|vyhlopnaya-sistema,Выхлопная система,GROUP_REVIEW,70,dvigatel-i-transmissiya,vyhlopnaya-sistema,0.895,1,12,"Г-00387 Гофра глушителя д.55 | Г-00513 Металлорукав D=80 мм, L=450мм (гофра оцинкованная) | ИН-00937 60099ASAM Гофра глушителя | РИ-00390 Гофра ДМРВ Приора 16 кл. | Г-00155 Гофра ф22 | Г-00255 Гофра ремонтная | Г-00296 Гофра глушителя 115 КАМАЗ | Г-00307 Гофра глушителя 3-х сл. InterLock 40-150 CBD311.002"
legacy_aksessuary_kovriki|коврик|aksessuary|kovriki,kovriki,GROUP_REVIEW,68,aksessuary,kovriki,0.88,1,12,"А-00006 Коврики летние 2108, 2110, 2115 | А-00218 Коврики багажника | А-00222 Коврики салона Газель | А-00433 Коврики салона Газель-Некст 2-й ряд | А-00453 Коврики 2141 | А-00525 Коврики ОДА | А-00830 Коврики универсальные | А-00912 Коврик багажника УАЗ-Патриот"
pump_engine|помп|dvigatel-i-transmissiya|nasosy,Насосы двигателя,GROUP_REVIEW,63,dvigatel-i-transmissiya,nasosy,0.82,1,12,ДВГ-00028 Шкив помпы УАЗ | ДВГ-00061 Фибра помпы ЗИЛ | ДВГ-01303 Патрубок помпы МАЗ (алюм.) | ПГ-00057 Ремкомплект помпы ГАЗ | А-01703 Распылитель помповый JT JCW-02 2л | ДВ-00074 Шкив помпы 2101-07 | ДВ-00215 Корпус помпы ВАЗ 2101-07 | ДВ-00258 Патрубок помпы 2110
body_exterior|дверь|kuzov-i-optika|kuzovnye-detali,Кузовные детали,GROUP_REVIEW,62,kuzov-i-optika,kuzovnye-detali,0.872,1,12,"А-00887 Подлокотник Газель (на дверь) | А-01255 Пепельница на дверь (универс.) | Ж-00020 Дверь Газель | Ж-00074 Дверь задняя УАЗ-469 | Ж-00114 Дверь задняя 5-я УАЗ-3163, Патриот грунт. | Ж-00146 Дверь ГАЗ-2705 боковая б/окна | Ж-00162 Дверь Газель-автобус боковая с окном | Ж-00166 Дверь задняя Газель 2705 лев. без окна"
legacy_dvigatel-i-transmissiya_detali-transmissii|редуктор|dvigatel-i-transmissiya|detali-transmissii,detali-transmissii,GROUP_REVIEW,59,dvigatel-i-transmissiya,detali-transmissii,0.82,1,12,"ЗЧМ-00529 Флянец редуктора Москвич 2140 | КЗ-01130 Редуктор с/очистителя УАЗ-469 с/о | КП-00134 Пара редуктора ВАЗ 2103-06 | КП-00213 Пара редуктора 2108-10 15-зуб. | ХС-00089 Передний редуктор Шеви-Нива 2123 | ХС-00180 Редуктор зад. 03-06 | ХС-00194 Редуктор зад. моста 2106, Шеви (самоблоки | ХСГ-00251 Флянец редуктора Волга"
engine_parts|коленвал|dvigatel-i-transmissiya|detali-dvigatelya,Детали двигателя,GROUP_REVIEW,58,dvigatel-i-transmissiya,detali-dvigatelya,0.886,1,12,"ДВГ-00187 Коленвал Москвич 1,5 | ДВГ-00775 Коленвал 409 дв. | ДВГ-00784 Коленвал Зил-Бычок | ИН-00662 Кронштейн датчика коленвала ДЭУ 96351255 | ИН-01613 391802В000 Датчик положения коленвала Solaris, ix35, i30 KIA | Р-00002 Шестерня коленвала ЗАЗ 40 л.с. | ЭОГ-00873 SS10813 Датчик положения коленвала Chry | ДВ-00037 Полукольцо коленвала 2101-07"
misc_accessories|колпак|aksessuary|prochie-aksessuary,Прочие аксессуары,GROUP_REVIEW,57,aksessuary,prochie-aksessuary,0.851,1,12,"А-00785 Колпаки хромированные д.15 | А-00833 Колпаки хромированные н/о д. 14,15 | А-00884 Колпаки хром д. 15 ""спицы"" | А-00895 Колпаки хромированные вращающиеся д. 13, 1 | А-01013 Колпаки Наскар Золотой 13 | А-01052 Колпаки Каррера плюс 13/14 | А-01183 Защитный колпак колесного диска | А-01325 Колпаки Рено д.15,14 (1 шт)"
legacy_aksessuary_prochie-aksessuary|антенн|aksessuary|prochie-aksessuary,prochie-aksessuary,GROUP_REVIEW,57,aksessuary,prochie-aksessuary,0.82,1,12,"А-00002 Антенна GS 2045 | А-00120 Антенна активная ""УРАЛ"" | А-00354 Антенна ""Бош"" | А-00426 Антенна № 512, 516 | А-00427 Антенна автомат. | А-00544 Антенна №314 | А-00878 Антенна ""Пульсар"" | А-01034 Антенна для рации врезная"
engine_parts|распредвал|dvigatel-i-transmissiya|detali-dvigatelya,Детали двигателя,GROUP_REVIEW,56,dvigatel-i-transmissiya,detali-dvigatelya,0.887,1,12,ДВ-00070 Постель распредвала 2101-07 | ДВ-00174 Распредвал 2101 | ДВ-00197 Постель распредвала 2108 | ДВГ-00138 Втулки распредвала ГАЗ-53 (5 шт) | ДВ-00068 Распредвал в сборе Нива-Тайга | ДВ-00071 Распредвал 2108 | ДВ-00207 Распредвал Нива-Тайга | ДВ-00540 Распредвал в сборе Нива 21214
body_locks_handles|ручка|kuzov-i-optika|zamki-i-ruchki,Замки и ручки,GROUP_REVIEW,55,kuzov-i-optika,zamki-i-ruchki,0.87,1,12,"А-00846 Ручка ручника 2108-015 (кожа) | А-01097 Набор педали+ручка КПП (тюнинг) | А-01991 Ручка КПП Нива, 3 ручки | А-02165 Ручка руля (в коробке) | ЗЧМ-00252 Ручка задней двери Каблук | КР-00048 Ручка дверная (крючок) 2101-06 | КР-00136 Ручка -поручень 2101-07 | РДГ-00019 Ручка дверная Газель 2705"
kpp_parts|муфта|dvigatel-i-transmissiya|kpp,КПП,GROUP_REVIEW,55,dvigatel-i-transmissiya,kpp,0.873,1,12,"ЗКГ-00295 Муфта КПП УАЗ 5-ст. 5-й передачи и зад. | ЗКГ-00320 Муфта КПП 3х4 перед. н. обр. | ЗКГ-00358 Муфта КПП Валдай 4х5 перед. | ЗЧМ-00103 Муфта 3, 4-ой передачи 2140 (пустая) | ЗЧМ-00132 Муфта рулевых тяг 2140 | ЗЧМ-00429 Муфта КПП 5-ой передачи 2126 | ТСГ-00394 Муфта соединительная тормоз. цилиндра Г- | ХСГ-01325 Муфта включения перед. моста УАЗ все модели ""redBTR"" (серия Х) 2 шт к-т"
legacy_dvigatel-i-transmissiya_detali-transmissii|полуос|dvigatel-i-transmissiya|detali-transmissii,detali-transmissii,GROUP_REVIEW,55,dvigatel-i-transmissiya,detali-transmissii,0.82,1,12,"КГ-01051 Шайба опорная шестер. полуоси редукторн. | ПГ-00221 Рем. комплект полуоси ГАЗ-31105 | ХСГ-00538 Полуось ИЖ-ОДА 2126 лев., прав. | ХСГ-00651 Полуось перед. УАЗ-Хантер н. обр. | ЗКГ-00332 Сухарь полуоси ЗАЗ-ЛУАЗ | ЗЧМ-00180 Полуось Москвич 2140 | К-00063 Болт полуоси ВАЗ 01-07 | К-00288 Болт полуоси Нива"
timing_kit|ролик|dvigatel-i-transmissiya|remni,ГРМ и ролики,GROUP_REVIEW,54,dvigatel-i-transmissiya,remni,0.91,1,12,"ДВ-00304 Комплект роликов и шестерен на 16 кл. дв. | ИН-00640 Т36413 Ролик ремня приводного RENAULT LOG | ИН-00913 Ролик приводного ремня Солярис 2528628010 | ИН-00987 Ролик VKM33036 | ИН-00988 Ролик 532033110 | ИН-01259 Ролик ремня приводного HYUNDAI SOLARIS | ПГ-00144 Роликоподшипник втор. вала УАЗ КПП 5-ст. | ПС-00089 Ролики Приора 2170 малые, к-т"
body_locks_handles|замок|kuzov-i-optika|zamki-i-ruchki,Замки и ручки,GROUP_REVIEW,54,kuzov-i-optika,zamki-i-ruchki,0.86,1,12,"А-00559 Замок на руль | А-00975 Замок рулевого вала (стандарт) | А-01061 Замок на руль ""Райтон"" | А-02030 Центральный замок Вымпел 216 + багажник | ЭОГ-00485 Замок зажигания Газель 3110 5-контакт. | ЭОГ-00758 Замок зажигания ГАЗ-2705 (к-т с замками | А-00568 Центральный замок набор ""Вымпел 56"" | А-00970 Замок на руль ""Solex"""
legacy_dvigatel-i-transmissiya_detali-transmissii|раздатк|dvigatel-i-transmissiya|detali-transmissii,detali-transmissii,GROUP_REVIEW,52,dvigatel-i-transmissiya,detali-transmissii,0.82,1,12,ЗКГ-00111 Опора раздатки Соболь 2217 4х4 | ЗКГ-00146 Тяга раздатки УАЗ-452 (2 шт) | ЗКГ-00170 Вилка раздатки включения переднего моста | ЗКГ-00293 Шток раздатки УАЗ н. обр. перед. моста | ЗКГ-00294 Шток раздатки УАЗ н. обр. зад. моста | КП-00184 Крышка блокировки раздатки Нива | ДВ-00227 Раздатка Нива | ЗКГ-00013 ФЛЯНЕЦ раздатки УАЗ с резьбой
legacy_aksessuary_prochie-aksessuary|подлокотник|aksessuary|prochie-aksessuary,prochie-aksessuary,GROUP_REVIEW,52,aksessuary,prochie-aksessuary,0.82,1,12,"А-00458 Подлокотники 2110 | А-00675 Подлокотник 2115 | А-00676 Подлокотник 2141 | А-01147 Подлокотник Волга | А-01314 Подлокотник Рено-Логан | А-01362 Подлокотник LADA-GRANTA, Калина | А-01495 Подлокотник-бар ""VW-POLO"" | А-01726 Подлокотник X-RAY, VESTA"
legacy_tormoznaya-sistema_cilindry|цилиндр|tormoznaya-sistema|cilindry,cilindry,GROUP_REVIEW,50,tormoznaya-sistema,cilindry,0.82,1,12,"ТСГ-00642 Цилиндр гл. торм. УАЗ-3163 ""Патриот"", 37 | ТСГ-00770 Цилиндр КАМАЗ пневм. 35х65 вспомог. торм. РААЗ | ДВГ-00475 Кольца МАЗ 1 цилиндр Кострома | ДВГ-00825 Поршневая МАЗ (на 1 цилиндр) | ДВГ-00826 Поршневая КАМАЗ (на 1 цилиндр) | ДВГ-01165 Крышка головки цилиндра | ДВГ-01196 Блок цилиндров УАЗ-413 | ДВГ-01392 Поршневая ЗИЛ-Бычок 245 дв. 1 цилиндр Ко"
legacy_aksessuary_instrumenty|вороток|aksessuary|instrumenty,instrumenty,GROUP_REVIEW,50,aksessuary,instrumenty,0.82,1,12,И-00970 Вороток Г-обр. 1/200 мм АвтоДело 39712 | И-01807 Вороток Г-обр. 3/4 800 мм (600+200) Воронеж | И-00013 Вороток 3/4 с плав. квадр. 450мм | И-00049 Вороток усиленный 1/2 | И-00058 Вороток 1/2 | И-00074 Вороток свечной | И-00091 Вороток 1/4 с карданом 140мм АвтоДело | И-00101 Вороток коробки. Ваз
legacy_aksessuary_instrumenty|отвертк|aksessuary|instrumenty,instrumenty,GROUP_REVIEW,48,aksessuary,instrumenty,0.82,1,12,"И-00856 Отвертки ""Stayer"" 2 шт | И-00958 Пробник отвертка 12-250 V зуммер | И-01653 Отвёртка под биты 1/4 | И-00135 Отвёртки в ассортименте | И-00162 Отвёртка ударная | И-00175 Индикатор отвертка | И-00234 Набор с Т-образной отверткой (36 пр.) | И-00312 Отвёртка перевёртыш 6мм"
legacy_dvigatel-i-transmissiya_toplivnaya-sistema|трос-газа|dvigatel-i-transmissiya|toplivnaya-sistema,toplivnaya-sistema,GROUP_REVIEW,48,dvigatel-i-transmissiya,toplivnaya-sistema,0.86,1,12,КГ-00739 Скоба троса газа 402 дв. | ДВ-00155 Трос газа ВАЗ 2108-09 | ДВ-00270 Трос газа 2110 инжектор | ДВ-00343 Трос газа Шеви-Нива | ДВ-00349 Трос газа 2108 (завод) | ДВ-00465 Трос газа 2110 дв. 1.6 инжектор | ДВ-00474 Трос газа ЛАДА-Калина н. обр. | ДВ-00578 Трос газа Приора 2170
legacy_aksessuary_chehly|чехол|aksessuary|chehly,chehly,GROUP_REVIEW,46,aksessuary,chehly,0.88,1,12,"А-00044 Чехол для CD дисков | А-00049 Чехол КПП Газель (кож. зам.) | А-00818 Чехол КПП (универс., кожа) | А-01003 Защитный чехол-тент на мотоцикл AVS MC-520 ""L"" 229х99х125см (водонепрониц.) | А-01173 Чехол запаски (некрашеный) | А-01190 Чехол для мотоцикла и скутера L | А-01767 ""КОТО"" Чехол для авто | КЗ-01194 Чехол запаски УАЗ-Патриот R-18 (пластм.) цв. Астра"
body_locks_handles|личинк|kuzov-i-optika|zamki-i-ruchki,Замки и ручки,GROUP_REVIEW,45,kuzov-i-optika,zamki-i-ruchki,0.82,1,12,"ЗЧМ-00216 Личинки дверных ручек и багажника ИЖ-212 | ЗЧМ-00246 Личинки ИЖ | РДГ-00011 Личинки Волга 31029 | РДГ-00063 Личинки замка двери ГАЗ-2410, 29 (3 шт) | РДГ-00101 Личинки дверные КАМАЗ (к-т 2 шт) | РДГ-00138 Личинки замка двери, багаж. ГАЗ-31105 | ЗЧМ-00311 Личинки Москвич 2140 | ИН-00599 Личинки в сборе ДЭУ-НЕКСИА (к-т)"
misc_accessories|рамка|aksessuary|prochie-aksessuary,Прочие аксессуары,GROUP_REVIEW,45,aksessuary,prochie-aksessuary,0.869,1,12,"А-00075 Рамка номера хром | А-00099 Рамка номера 2 шт | А-00258 Рамка номера хромированная, 2 шт | А-00504 Рамка номера хром-цветная, 1 шт | А-00682 Рамка зад. номера с камерой з/в | А-01216 Рамка номера железная, 1 шт | А-01349 Рамка номера нерж. ""Россия"" | А-01706 Рамка номера с секретками"
tools|трещотка|aksessuary|instrumenty,Инструменты,GROUP_REVIEW,40,aksessuary,instrumenty,0.904,1,12,"И-00595 Трещотка флажковая 3/4 | И-00960 Трещотка 1/2 (L=250мм, 8град.) | И-01218 Трещотка флажковая 1/2 45 зуб. | И-01565 Трещотка 1/4 для бит и головок SKRAB | И-01902 Трещотка пневматическая 1/2DR, 150 об/мин, 61 Нм THORVIK ARW1261 | ТСГ-00487 Трещотка Супер МАЗ узк. шлиц. | И-00237 Трещотка 1/4 L-150 мм 72 зубцовая изогнутая | И-00299 Трещотка 1/2 ""Автодело"""
kpp_parts|кулиса|dvigatel-i-transmissiya|kpp,КПП,GROUP_REVIEW,40,dvigatel-i-transmissiya,kpp,0.892,1,12,ЗКГ-00047 Кулиса КПП Газель ниж. ЗМЗ | ЗКГ-00052 Кулиса Волга | ЗКГ-00058 Кулиса коробки ЗИЛ-130 | ЗКГ-00289 Кулиса крышка р/короб. УАЗ н. обр. | ЗЧМ-00277 Кулиса Москвич | ИН-00072 Кулиса КПП Ланос | КП-00021 Кулиса 5 ст. коробки | КП-00024 Кулиса в сборе 4 ст. коробки
body_decor|молдинг|kuzov-i-optika|obves-i-dekor,Обвес и декор,GROUP_REVIEW,40,kuzov-i-optika,obves-i-dekor,0.85,1,12,"А-00050 Молдинг резиновый | А-00065 Наклейка молдинг кузова | А-00323 Молдинги 2106 (комплект) | А-00657 Молдинги боковые Шеви-Нива | А-00782 Молдинг кузова ""SAHLER"" Приора | А-00828 Молдинг 2106 (завод.) | А-01204 Молдинг ""Такси"" на магните | А-01430 Молдинг решётки Приора"
optics_glass|защита|kuzov-i-optika|stekla-far-i-fonarey,Стекла фар и фонарей,GROUP_REVIEW,39,kuzov-i-optika,stekla-far-i-fonarey,0.88,1,12,"ДВ-00536 Защита двигателя и раздатки 21214 | Ж-00205 Защита двигателя ГАЗ-3110 | ЖЛ-00235 Защита двигателя Нива-21214 | ЖЛ-00247 Защита двигателя 2110 титан | ЖЛ-00262 Защита двигателя Приора | ЖЛ-00272 Защита двигателя 21214 с раздаткой | ЖЛ-00285 Защита двигателя Лада-Гранта, Калина | КЗ-00199 Защита фонар. габарит. и поворот. УАЗ-469"
engine_parts|шестерня|dvigatel-i-transmissiya|detali-dvigatelya,Детали двигателя,GROUP_REVIEW,37,dvigatel-i-transmissiya,detali-dvigatelya,0.86,1,12,"ЗКГ-00227 Шестерня КПП УАЗ-3160 5-ступ., зад. хода | ЗКГ-00271 Шестерня раздатки УАЗ н. обр. | ЗЧМ-00115 Шестерня коробки Москвич 2141 | ЗЧМ-00137 Шестерня КПП 2141 зад. хода | ЗЧМ-00142 Шестерня КПП 2141 5-й передачи | ЗЧМ-00430 Шестерня КПП 1,2,3,5 передачи 2126 | ЗЧМ-00431 Шестерня зад. хода 2126 | КП-00219 Шестерня дифференциала раздатки Нива н. о"
legacy_kuzov-i-optika_podkrylki-i-bryzgoviki|подкрыл|kuzov-i-optika|podkrylki-i-bryzgoviki,podkrylki-i-bryzgoviki,GROUP_REVIEW,37,kuzov-i-optika,podkrylki-i-bryzgoviki,0.82,1,12,"Ж-00173 Подкрылки ""Валдай"", 2 шт | ЖЛ-00033 Подкрылки Волга 31105 н/о | ЖЛ-00097 Подкрылки Газель передние н/о (2шт.) | ЖЛ-00255 Подкрылки КАМАЗ | ЖЛ-00346 Подкрылки задние Лада Веста, 2 шт | ГСМ-00638 ЭЛТРАНС Жидкие подкрылки (аэрозоль), 650 | ГСМ-01164 ЭЛТРАНС Жидкие подкрылки (аэрозоль), 1000 мл | ГСМ-01560 PRIM Жидкие подкрылки на основе растворителя, 1 л"
