groupId,label,count,target,confidence,homogeneity,reviewSampleSize,riskFlags,examples,outliers
wheel_fasteners|studs|колес|aksessuary|shiny-i-diski,"Колёсные болты, гайки и шпильки",7,aksessuary/shiny-i-diski,0.8874,1,7,,ИН-00930 0284-001 Шпилька колесная NISSAN | ИН-00954 94501745GM Шпилька колесная Daewoo Matiz | ИН-01598 MLS-116 Шпилька колёсная | КГ-00149 Шпилька колесная Соболь-2217 | КГ-00029 Шпилька колес Газель | КГ-00095 Шпилька с гайкой колес Таврия | КГ-00413 Шпилька колес задняя Валдай (за 1 шт),
suspension_hardware|bolts|балк|podveska|prochaya-podveska,Метизы и малые детали подвески,7,podveska/prochaya-podveska,0.852,1,7,,"ЗЧМ-00361 Болт балки Москвич (к-т 4 шт.) | К-00081 Болт балки ВАЗ 01-07 | К-00114 Болт крепления балки 01-07 | К-00386 Болт задней балки 2108-09 М12х91 | К-00534 Болт М12*118*1,25 с фланцем балки VESTA | КГ-00092 Болт крепления балки к лонж.ГАЗ 14х134х1, | КГ-00308 Болт М10*70*1 балки ГАЗ 31105",
active_neighbor|other|active-neighbor-75|kuzov-i-optika|kuzovnye-detali,Похожие активные товары,7,kuzov-i-optika/kuzovnye-detali,0.935,1,7,,"А-00410 Кожух руля 2106 | Г-00653 Усил. задней панели 21213 | А-00315 Кожух руля 2108 | А-00316 Кожух руля 2105, 2107, Нива | А-00751 Кожух руля 2110 | А-00932 Кожух руля ""Калина"" | А-01181 Кожух руля 2110 с/о",
fuel_system|other|трубки-топливные|dvigatel-i-transmissiya|toplivnaya-sistema,Топливная система,7,dvigatel-i-transmissiya/toplivnaya-sistema,0.91,1,7,,ДВ-00588 Трубки топливные Нива 2131 (к-т 2 шт) | ДВ-00591 Трубки топливные Гранта 2190 (к-т 2 шт) | ДВ-00460 Трубки топливные магистральные 2108 | ДВ-00461 Трубки топливные 2108 дв. 16 (за 1 шт) | ДВ-00462 Трубки топливные 2110 дв. 1.6 (за 1 шт) | ДВ-00463 Трубки топливные 2104-07 инжектор | ДВ-00590 Трубки топливные Нива 21214 инж. (к-т 2 ш,
fuel_system|other|топливн|dvigatel-i-transmissiya|toplivnaya-sistema,Топливная система,7,dvigatel-i-transmissiya/toplivnaya-sistema,0.87,1,7,,"КГ-00533 Шайбы топливные д.10 | А-01663 UKC Индикатор качества топливной смеси | ДВ-00292 К-т топливных трубок 2101-07 | ДВ-00397 Комплект топливных трубок 2110, Нива | ДВ-00426 Комплект топливных трубок 2110 корот. | ДВ-00602 К-т топливных трубок Лада-Гранта | КГ-00479 Шайбы топливные д.14",
throttle_cables|other|трос|dvigatel-i-transmissiya|toplivnaya-sistema,Тросы газа,7,dvigatel-i-transmissiya/toplivnaya-sistema,0.8777,1,7,,К-00326 Стопор троса газа 2108 | ДВ-00151 Трос подсоса ВАЗ 2101-07 | ДВ-00152 Трос подсоса ВАЗ 2108-09 | ЗЧМ-00200 Трос подсоса 2141 | ЗЧМ-00624 Трос подсоса Таврия | ЗЧМ-00641 Трос подсоса ЗАЗ | К-00327 Стопор троса подсоса 2101-08,
fuel_management|other|адсорбер|dvigatel-i-transmissiya|toplivnaya-sistema,Узлы топливной системы,7,dvigatel-i-transmissiya/toplivnaya-sistema,0.86,1,7,,ДВ-00257 Адсорбер Приора н.обр. | ДВ-00404 Адсорбер Калина | ДВ-00456 Адсорбер Приора 2170 | ДВ-00555 Адсорбер ВАЗ 2114-2115 | ДВ-00666 Адсорбер Лада Веста | КР-00540 Кронштейн адсорбера 2110 | КР-00541 Кронштейн адсорбера 21082,
interior|other|обшивка|kuzov-i-optika|elementy-salona,Элементы салона,7,kuzov-i-optika/elementy-salona,0.85,1,7,,"А-00474 Обшивка салона 2108 (к-т) | КР-00003 Задняя обшивка стоек ВАЗ 2108 (1 к-т, 2 ш | КР-00326 Обшивка пола Нива (средняя) | А-00371 Обшивка крыши 2101-07,2104,Нива | А-00539 Обшивка-треугольник 2106 | КР-00302 Обшивка задняя Нива 21213 (к-т 2 шт) | КР-00303 Обшивка перед. Нива 21213 (2 шт)",
driver_electronics|driver_electronics|алкотестер|aksessuary|prochie-aksessuary,Водительская электроника,6,aksessuary/prochie-aksessuary,0.87,1,6,,А-01028 Алкотестер | А-01032 Алкотестер 3000 | А-02143 Алкотестер 6000 | А-02193 Алкотестер AD 2600 | А-00430 Алкотестер 002 | А-00654 Алкотестер,
engine_valves|bolts|клапан|dvigatel-i-transmissiya|detali-dvigatelya,Детали двигателя,6,dvigatel-i-transmissiya/detali-dvigatelya,0.889,1,6,,К-00100 Болт крышки клапанов 2108-09 | К-00249 Болт к/клапанов 2108 | К-00693 Болт к/клапанов ВАЗ 16 кл. в сборе | КГ-00031 Болт регулировки клапанов | КГ-01295 Болт регулировки клапанов Камминс | КГ-00791 Винт самонарез. крышки клапан. УАЗ (дв.40,
electrical_tape|other|изолента|elektrika|provodka,Изолента и электромонтажные ленты,6,elektrika/provodka,0.87,1,6,,"А-00170 Изолента | А-00240 Изолента черная х/б | А-00253 Изолента | А-00591 Изолента ""NOVA ROL"" | А-01904 Изолента салонная (противошум) | А-02059 Изолента ""NEOMATEC""",
spring_hardware|nuts|стремян|podveska|ressory,Метизы и втулки рессор,6,podveska/ressory,0.872,1,6,,"КГ-00019 Гайка стремянок Газель | КГ-00321 Гайка задних стремянок ЗИЛ-130 | КГ-00323 Гайка задних стремянок ЗИЛ-130 | КГ-00392 Гайка М24*1.5 стремянки зад. ресс. Камаз | КГ-00633 Гайка М30х2 стремянки задней МАЗ,КАМАЗ-65 | КГ-00648 Гайка зад. стремянки Зил-130 22х1,5",
suspension_hardware|bolts|болт-развала|podveska|prochaya-podveska,Метизы и малые детали подвески,6,podveska/prochaya-podveska,0.892,1,6,,ЗЧМ-00416 Болт развала 2141 | К-00193 Болт развала 2108 | К-00097 Болт развала 2108-09 | КГ-00036 Болт развала Волга | КГ-00061 Болт развала Волга | КГ-01334 Болт развала Газель NEXT в сб.,
suspension_hardware|bolts|подвеск|podveska|prochaya-podveska,Метизы и малые детали подвески,6,podveska/prochaya-podveska,0.852,1,6,,"К-00368 Болт М10 крепления подвески 2110 | К-00515 Болт М8х22 фланцевой подвески 2110 | К-00695 Болт М12*110 подвески 2121 | КГ-00334 Болт М20*50*1.5 Задн. подвески | КГ-01008 Болт М20*75*1,5 (10,9) баланс. подвески М | КГ-01207 8006 Болт М12*170*1.25 перед. подвески ЗИЛ",
exhaust_hardware|nuts|приемной-трубы|dvigatel-i-transmissiya|vyhlopnaya-sistema,Метизы и хомуты выхлопной системы,6,dvigatel-i-transmissiya/vyhlopnaya-sistema,0.912,1,6,,"К-00015 Гайка М 8 д. приёмной трубы ВАЗ 01-08 | К-00305 Гайка приемной трубы на 2110 | К-00923 Гайка М8*1,25 приёмной трубы с буртиком ""Веста"", ""Ларгус"" | КГ-00016 Гайка приемной трубы Волга | КГ-00069 Гайка приемной трубы ГАЗ | КГ-00784 Гайка М10*1.25 приемной трубы КАМАЗ (лату",
cooling|other|диффузор|dvigatel-i-transmissiya|ohlazhdenie,Охлаждение,6,dvigatel-i-transmissiya/ohlazhdenie,0.86,1,6,,Г-00665 Стронгер с перфорированным диффузором CBD. STAL112 | ДВ-00134 Диффузор 2110 | ДВ-00135 Диффузор 2108 | ДВ-00168 Диффузор 2106 | ДВ-00319 Кронштейн диффузора Нива | КР-00351 Диффузор Нива (внешний),
pneumatic_line_fittings|fittings|фитинг-соединитель|tormoznaya-sistema|prochaya-tormoznaya-sistema,Пневмофитинги и соединители шлангов,6,tormoznaya-sistema/prochaya-tormoznaya-sistema,0.89,1,6,,КГ-01108 Фитинг-соединитель прям. комб. 6*8 | КГ-01109 Фитинг-соединитель прям. комб. 8*10 | КГ-01110 Фитинг-соединитель прям. комб. 10*12 | КГ-01162 Фитинг-соединитель прям. комб. 4*6 PR-0064 | КГ-01163 Фитинг-соединитель прям. комб. 12*14 | КГ-01164 Фитинг-соединитель прям. комб. 14*16,
wiring|hoses|разъем|elektrika|provodka,Проводка,6,elektrika/provodka,0.87,1,6,,КГ-00119 Разъём для шланга елка Т-образный 6мм | КГ-01254 Разъём для шланга елка Х-образный 6мм АТ | КГ-01255 Разъём для шланга елка Х-образный 10мм АТ | КГ-01256 Разъём для шланга ёлка Y-образный 6 мм АТ | КГ-01257 Разъём для шланга елка Y-образный 8мм АТ | КГ-01258 Разъём для шланга ёлка Y-образный 10 мм АТ,
misc_accessories|other|прицепное|aksessuary|prochie-aksessuary,Прочие аксессуары,6,aksessuary/prochie-aksessuary,0.85,1,6,,"Г-00138 Прицепное Газель 3302/2705 | Г-00142 Прицепное УАЗ | Г-00178 Прицепное Газель цельн. металл | Г-00096 Прицепное ВАЗ 2110, 2111, 2112 универсал | Г-00213 Прицепное УАЗ-Хантер | Г-00221 Прицепное Калина",
sound_insulation|other|шумоизоляция|kuzov-i-optika|kuzovnye-detali,Шумоизоляция,6,kuzov-i-optika/kuzovnye-detali,0.88,1,6,,"А-00140 Шумоизоляция черная 3 кв. м | А-00393 Шумоизоляция ВАЗ 01 (заводская) | А-00562 Шумоизоляция (черная) | А-01600 Шумоизоляция ""Волна"" | А-01749 Шумоизоляция 4 мм, 1 кв.м | А-01750 Шумоизоляция ИЗОЛОН 8 мм, 1 кв.м",
interior|other|полка-задняя|kuzov-i-optika|elementy-salona,Элементы салона,6,kuzov-i-optika/elementy-salona,0.89,1,6,,А-00487 Полка задняя 2101-07 пластмасса | А-00028 Полка задняя Нива | А-00587 Полка задняя 2101-07 | А-00725 Полка задняя 2101-07 | А-00837 Полка задняя акустическая | А-01635 Полка задняя аккустическая Лада-Гранта,
interior|other|пепельница|kuzov-i-optika|elementy-salona,Элементы салона,6,kuzov-i-optika/elementy-salona,0.85,1,6,,КР-00260 Пепельница 2105 | ОК-00212 Пепельница ОКА | А-00236 Пепельница ВАЗ | А-00551 Пепельница 2107 | А-00552 Пепельница 2105-06-09 | А-01229 Пепельница-стакан,
legacy_kuzov-i-optika_emblemy|other|знак|kuzov-i-optika|emblemy,Эмблемы,6,kuzov-i-optika/emblemy,0.82,1,6,,"А-01068 Знак ""Учебная машина"" с подсветкой | А-01828 Знак ""Ш"" ГОСТ наруж. (20*20) на присоске | А-00550 Дублирующий номер знака | А-00934 Дублирующий знак ""Регион"" | А-01265 Знак ""Тихоходная техника"" | А-02225 Знак Рено большой",
car_audio|other|колонки|aksessuary|prochie-aksessuary,Автоаудио,5,aksessuary/prochie-aksessuary,0.85,1,5,,"А-00489 Колонки PIONEER 1320 | А-01302 Колонки д.10 ""FV"", 2 шт | А-01303 Колонки SOUNDMAX 6х9 | А-01505 Колонки ""Кенвуд"" 1355 | А-00741 Колонки ""FV"" 16 см",
car_audio|other|динамик|aksessuary|prochie-aksessuary,Автоаудио,5,aksessuary/prochie-aksessuary,0.85,1,5,near_threshold_or_close_candidate,"Р-00107 К-т проставок динамиков, 2 шт | А-00459 Накладка динамиков 2108 (правая) | А-00506 Накладка динамика 2107 | А-00898 Накладка динамика 2109 (левая) | А-01891 Сетка для динамиков (2 шт)",А-00459 Накладка динамиков 2108 (правая) | А-00506 Накладка динамика 2107 | А-00898 Накладка динамика 2109 (левая)
document_accessories|document_accessories|автодокументы|aksessuary|organayzery,Автодокументы и футляры,5,aksessuary/organayzery,0.8696,1,5,,"А-00909 Автодокументы, паспорт, кошелек (кожа) | А-01044 Автодокументы с паспортом | А-00415 Автодокументы | А-00563 Автодокументы | А-01285 Автодокументы",
timing_kit|other|ролик|dvigatel-i-transmissiya|remni,ГРМ и ролики,5,dvigatel-i-transmissiya/remni,0.91,1,5,,"ИН-01259 Ролик ремня приводного HYUNDAI SOLARIS | ПС-00089 Ролики Приора 2170 малые, к-т | ПС-00136 Ролик нат. Лада-Гранта автомат | ДВ-00234 Ролик цепи ВАЗ нов. обр. | ДВ-00572 Кронштейн натяжного ролика в сборе Калина",
engine_valves|washers|клапан|dvigatel-i-transmissiya|detali-dvigatelya,Детали двигателя,5,dvigatel-i-transmissiya/detali-dvigatelya,0.891,1,5,,ДВ-00169 Шайба регулировки клапанов 2108 (д. до 0. | К-00201 Шайба регулировки клапанов 2108 | К-00376 Шайба к/клапанной 2101-07 (1 шт) | КГ-00184 Шайба крышки клапанной Волга | КГ-00812 Шайба клапанной крышки ГАЗ дв.406,
tools|fittings|ключ|aksessuary|instrumenty,Инструменты,5,aksessuary/instrumenty,0.88,1,5,,КГ-00224 Штуцер - тройник 24 ключ | КГ-00765 Штуцер-соединитель угловой под 22 ключ | КГ-00766 Штуцер-соединитель угловой под 24 ключ | КГ-00767 Штуцер-соединитель угловой под 27 ключ | КГ-00768 Штуцер-соединитель угловой под 32 ключ,
wheel_fasteners|bolts|колес|aksessuary|shiny-i-diski,"Колёсные болты, гайки и шпильки",5,aksessuary/shiny-i-diski,0.912,1,5,,КГ-00968 К-т болтов колёс 12х1.5 черн. | КР-00408 Болт крепления запасного колеса 2104 | КР-00409 Болт крепления запасного колеса 2108 | КР-00410 Болт крепления запасного колеса 2110 | КР-00411 Болт крепления запасного колеса 2121,
comfort_accessories|other|массаж-р|aksessuary|prochie-aksessuary,Комфортные аксессуары салона,5,aksessuary/prochie-aksessuary,0.8844,1,5,,"А-00201 Массажер (бамбук) в/спинка | А-00265 Массажёр | А-02320 Массажер (коричневый) 1 шт | А-00396 Массажер (импорт.) | А-01125 Массажер для поясницы ""Дельта""",
